Player,Cap Hit,Term,Total,Date,Level,Cap %,POS,Sign Age,Sign Status,Sign Expiry,Structure,GM,Agent,Draft Year,Draft Round
Beck Malenstyn,"$762,500",2yr,$1.53M,20-Jun-22,STD,0.90%,LW,24,RFA,RFA,Mixed,Brian MacLellan,J.P. Barry,2016,5
Brett Leason,"$775,000",2yr,$1.55M,20-Jun-22,STD,0.90%,RW,23,RFA,UFA,1-Way,Brian MacLellan,J.P. Barry,2019,2
Brendan Gaunce,"$762,500",2yr,$1.53M,19-Jun-22,STD,0.90%,C,28,UFA,UFA,2-Way,Jarmo Kekalainen,Paul Capizzano,2012,1
Liam Foudy,"$762,500",2yr,$1.53M,17-Jun-22,STD,0.90%,C,22,RFA,UFA,Mixed,Jarmo Kekalainen,Thane Campbell,2018,1
Jacob Moverare,"$762,500",2yr,$1.53M,17-Jun-22,STD,0.90%,D,23,RFA,UFA,Mixed,Rob Blake,,2016,4
Sammy Blais,"$1,525,000",1yr,$1.53M,16-Jun-22,STD,1.80%,LW,25,RFA,UFA,1-Way,Chris Drury,Philippe Lecavalier,2014,6
Sean Day,"$750,000",1yr,$750k,16-Jun-22,STD,0.90%,D,24,RFA,UFA,2-Way,Julien BriseBois,Patrick Sullivan,2016,3
Daniil Tarasov,"$1,050,000",3yr,$3.15M,15-Jun-22,STD,1.30%,G,23,RFA,UFA,1-Way,Jarmo Kekalainen,J.P. Barry,2017,3
Dylan Gambrell,"$950,000",1yr,$950k,15-Jun-22,STD,1.20%,C,25,RFA,UFA,1-Way,Pierre Dorion,Kurt Overhardt,2016,2
Jussi Olkinuora,"$750,000",1yr,$750k,15-Jun-22,STD,0.90%,G,31,,UFA,2-Way,Steve Yzerman,Mika Rautakallio,,
Fredrik Karlstrom,"$750,000",1yr,$750k,15-Jun-22,STD,0.90%,C,24,RFA,UFA,2-Way,Jim Nill,Markus Lehto,2016,3
Nicholas Caamano,"$750,000",1yr,$750k,15-Jun-22,STD,0.90%,LW,23,RFA,RFA,2-Way,Jim Nill,Robert Hooper,2016,5
Anton Levtchi,"$842,500",1yr,$843k,14-Jun-22,ELC,1%,LW,26,,UFA,2-Way,Bill Zito,J.P. Barry,,
Otto Leskinen,"$750,000",1yr,$750k,14-Jun-22,STD,0.90%,D,25,RFA,UFA,2-Way,Kent Hughes,Ian Pulver,,
TJ Tynan,"$787,500",2yr,$1.58M,14-Jun-22,STD,1%,C,30,UFA,UFA,Mixed,Rob Blake,Pete Rutili,2011,3
Filip Johansson,"$883,750",2yr,$1.77M,13-Jun-22,ELC,1.10%,D,22,,UFA,2-Way,Patrik Allvin,Craig Oster,2018,1
Filip Cederqvist,"$850,000",2yr,$1.70M,13-Jun-22,ELC,1%,LW,21,,UFA,2-Way,Kevyn Adams,,2019,5
Brad Malone,"$762,500",2yr,$1.53M,13-Jun-22,STD,0.90%,C,33,UFA,UFA,2-Way,Ken Holland,Matthew Oates,2007,4
Lukas Sedlak,"$800,000",1yr,$800k,13-Jun-22,STD,1%,C,29,UFA,UFA,2-Way,Joe Sakic,J.P. Barry,2011,6
Jeremy Lauzon,"$2,000,000",4yr,$8.00M,13-Jun-22,STD,2.40%,D,25,RFA,UFA,1-Way,David Poile,Pat Brisson,2015,2
Vitali Kravtsov,"$875,000",1yr,$875k,12-Jun-22,STD,1.10%,RW,22,RFA,RFA,1-Way,Chris Drury,Daniel Milstein,2018,1
Calle Sjalin,"$855,000",2yr,$1.71M,10-Jun-22,ELC,1%,D,22,,UFA,2-Way,Bill Zito,J.P. Barry,2017,5
Elmer Soderblom,"$878,333",3yr,$2.63M,9-Jun-22,ELC,1.10%,LW,20,,RFA,2-Way,Steve Yzerman,Patrik Aronsson,2019,6
Ville Petman,"$883,750",2yr,$1.77M,9-Jun-22,ELC,1.10%,C,22,,UFA,2-Way,Ron Francis,Allain Roy,,
Markus Nurmi,"$842,500",1yr,$843k,9-Jun-22,ELC,1%,RW,23,,UFA,2-Way,David Poile,Simo Niiranen,2016,6
Kai Wissmann,"$825,000",1yr,$825k,7-Jun-22,STD,1%,D,25,,UFA,2-Way,Don Sweeney,Andrew & Dave Maloney,,
Nils Aman,"$883,750",2yr,$1.77M,7-Jun-22,ELC,1.10%,C,22,,RFA,2-Way,Patrik Allvin,Matt Keator,2020,6
Alexander Petrovic,"$750,000",1yr,$750k,7-Jun-22,STD,0.90%,D,30,UFA,UFA,2-Way,Jim Nill,Drew Shore,2010,2
Denis Gurianov,"$2,900,000",1yr,$2.90M,7-Jun-22,STD,3.50%,RW,25,RFA,UFA,1-Way,Jim Nill,Mark Gandler & Todd Diamond,2015,1
Jack Roslovic,"$4,000,000",2yr,$8.00M,7-Jun-22,STD,4.80%,C,25,RFA,UFA,1-Way,Jarmo Kekalainen,Claude Lemieux,2015,1
Chris Wideman,"$762,500",2yr,$1.53M,7-Jun-22,STD,0.90%,D,32,UFA,UFA,1-Way,Kent Hughes,Allain Roy,2009,4
Matej Blumel,"$925,000",2yr,$1.85M,6-Jun-22,ELC,1.10%,RW,22,,RFA,2-Way,Jim Nill,J.P. Barry,2019,4
Joona Luoto,"$750,000",1yr,$750k,4-Jun-22,STD,0.90%,LW,24,RFA,UFA,2-Way,Jarmo Kekalainen,Stephen Bartlett,,
Joona Koppanen,"$750,000",1yr,$750k,3-Jun-22,STD,0.90%,C,24,RFA,UFA,2-Way,Don Sweeney,Markus Lehto,2016,5
Gannon Laroque,"$836,667",3yr,$2.51M,1-Jun-22,ELC,1%,D,18,,RFA,2-Way,Joe Will,Ray (Raynold) Petkau,2021,4
Calle Rosen,"$762,500",2yr,$1.53M,1-Jun-22,STD,0.90%,D,28,UFA,UFA,2-Way,Doug Armstrong,Kurt Overhardt,,
Ronald Knot,"$750,000",1yr,$750k,31-May-22,STD,0.90%,D,27,,UFA,2-Way,Bill Armstrong,Craig Oster,,
Isak Rosén,"$894,167",3yr,$2.68M,31-May-22,ELC,1.10%,C,19,,RFA,2-Way,Kevyn Adams,J.P. Barry,2021,1
Pavol Regenda,"$855,000",2yr,$1.71M,31-May-22,ELC,1%,LW,22,,RFA,2-Way,Pat Verbeek,J.P. Barry,,
Tyrel Bauer,"$850,000",3yr,$2.55M,30-May-22,ELC,1%,D,20,,RFA,2-Way,Kevin Cheveldayoff,Gregory Landry,2020,6
Linus Karlsson,"$883,750",2yr,$1.77M,26-May-22,ELC,1.10%,RW,22,,RFA,2-Way,Patrik Allvin,,2018,3
Ruslan Iskhakov,"$855,000",2yr,$1.71M,26-May-22,ELC,1%,C,21,,RFA,2-Way,Lou Lamoriello,Daniel Milstein,2018,2
Taylor Fedun,"$762,500",2yr,$1.53M,25-May-22,STD,0.90%,D,33,UFA,UFA,1-Way,Ron Hextall,Peter Fish,,
Marcus Bjork,"$925,000",1yr,$925k,24-May-22,ELC,1.10%,D,24,,RFA,2-Way,Jarmo Kekalainen,Lewis Gross,,
Ivan Prosvetov,"$750,000",1yr,$750k,24-May-22,STD,0.90%,G,23,RFA,RFA,2-Way,Bill Armstrong,Craig Oster,2018,4
Filip Roos,"$925,000",2yr,$1.85M,23-May-22,ELC,1.10%,D,23,,UFA,2-Way,Kyle Davidson,Patrik Aronsson,,
Linus Sandin,"$750,000",1yr,$750k,23-May-22,STD,0.90%,RW,26,RFA,UFA,2-Way,Chuck Fletcher,Lewis Gross,,
Olivier Nadeau,"$836,667",3yr,$2.51M,22-May-22,ELC,1%,RW,19,,RFA,2-Way,Kevyn Adams,David Gagner,2021,4
Steven Kampfer,"$750,000",1yr,$750k,22-May-22,STD,0.90%,D,33,UFA,UFA,2-Way,Steve Yzerman,Shawn Hunwick,2007,4
Mark Giordano,"$800,000",2yr,$1.60M,22-May-22,STD,1%,D,38,UFA,UFA,1-Way,Kyle Dubas,Ritchie Winter,,
Bryan Rust,"$5,125,000",6yr,$30.75M,21-May-22,STD,6.20%,RW,30,UFA,UFA,1-Way,Ron Hextall,Brian & Scott Bartlett,2010,3
Jaydon Dureau,"$841,666",3yr,$2.53M,21-May-22,ELC,1%,LW,21,,UFA,2-Way,Julien BriseBois,Michael Kaye,2020,5
Taro Hirose,"$850,000",2yr,$1.70M,21-May-22,STD,1%,LW,25,RFA,UFA,2-Way,Steve Yzerman,Allain Roy,,
Ilya Nikolaev,"$836,667",3yr,$2.51M,21-May-22,ELC,1%,C,20,,RFA,2-Way,Brad Treliving,Daniel Milstein,2019,3
Mitchell Russell,"$836,667",3yr,$2.51M,20-May-22,ELC,1%,RW,21,,UFA,2-Way,Joe Will,John Walters,,
Joonas Korpisalo,"$1,300,000",1yr,$1.30M,20-May-22,STD,1.60%,G,28,UFA,UFA,1-Way,Jarmo Kekalainen,Markus Lehto,2012,3
Nick Seeler,"$775,000",2yr,$1.55M,19-May-22,STD,0.90%,D,28,UFA,UFA,Mixed,Chuck Fletcher,Pat Brisson,2011,5
Fredrik Olofsson,"$750,000",1yr,$750k,18-May-22,STD,0.90%,C,25,,UFA,1-Way,Jim Nill,Claude Lemieux,2014,4
Vadim Zherenko,"$846,667",3yr,$2.54M,17-May-22,ELC,1%,G,21,,RFA,2-Way,Doug Armstrong,J.P. Barry,2019,7
Adam Ginning,"$883,750",2yr,$1.77M,17-May-22,ELC,1.10%,D,22,,RFA,2-Way,Chuck Fletcher,Patrik Aronsson,2018,2
Adam Klapka,"$832,500",2yr,$1.67M,17-May-22,ELC,1%,RW,21,,RFA,2-Way,Brad Treliving,Gerry Johannson,,
Gustav Rydahl,"$750,000",1yr,$750k,16-May-22,STD,0.90%,C,27,,UFA,1-Way,Chris Drury,J.P. Barry,,
Jesper Wallstedt,"$925,000",3yr,$2.78M,16-May-22,ELC,1.10%,G,19,,RFA,2-Way,Bill Guerin,Gerry Johannson,2021,1
Yaroslav Askarov,"$925,000",3yr,$2.78M,16-May-22,ELC,1.10%,G,19,,RFA,2-Way,David Poile,Daniel Milstein,2020,1
John Beecher,"$925,000",3yr,$2.78M,16-May-22,ELC,1.10%,C,21,,RFA,2-Way,Don Sweeney,Kurt Overhardt,2019,1
Pontus Andreasson,"$842,500",1yr,$843k,16-May-22,ELC,1%,C,23,,UFA,2-Way,Steve Yzerman,Peter Wallen,,
Jakub Zboril,"$1,137,500",2yr,$2.28M,16-May-22,STD,1.40%,D,25,UFA,UFA,1-Way,Don Sweeney,Allan Walsh,2015,1
Topi Niemela,"$856,667",3yr,$2.57M,13-May-22,ELC,1%,D,20,,RFA,2-Way,Kyle Dubas,Mika Rautakallio,2020,3
Roni Hirvonen,"$856,667",3yr,$2.57M,13-May-22,ELC,1%,C,20,,RFA,2-Way,Kyle Dubas,Mika Rautakallio,2020,2
Olof Lindbom,"$855,000",2yr,$1.71M,13-May-22,ELC,1%,G,21,,UFA,2-Way,Chris Drury,J.P. Barry,2018,2
Topias Vilen,"$836,667",3yr,$2.51M,12-May-22,ELC,1%,D,19,,RFA,2-Way,Tom Fitzgerald,Jerry Buckley,2021,5
Alexander Kisakov,"$859,176",3yr,$2.58M,11-May-22,ELC,1%,LW,19,,UFA,2-Way,Kevyn Adams,J.P. Barry,2021,2
Carter Savoie,"$925,000",3yr,$2.78M,11-May-22,ELC,1.10%,LW,20,,UFA,2-Way,Ken Holland,Gerry Johannson,2020,4
Pavel Novak,"$846,667",3yr,$2.54M,9-May-22,ELC,1%,RW,20,,RFA,2-Way,Bill Guerin,J.P. Barry,2020,5
Jaycob Megna,"$762,500",2yr,$1.53M,9-May-22,STD,0.90%,D,29,UFA,UFA,1-Way,Ron Francis,Daniel Plante,2012,7
Max McCormick,"$762,500",2yr,$1.53M,9-May-22,STD,0.90%,LW,30,UFA,UFA,2-Way,Ron Francis,Ritchie Winter,2011,6
Alexander Barabanov,"$2,500,000",2yr,$5.00M,9-May-22,STD,3%,RW,27,UFA,UFA,1-Way,Joe Will,Daniel Milstein,,
Peetro Seppala,"$855,000",2yr,$1.71M,7-May-22,ELC,1%,D,21,,RFA,2-Way,Ron Francis,Andrew & Dave Maloney,,
Ivan Fedotov,"$925,000",1yr,$925k,7-May-22,ELC,1.10%,G,25,,UFA,2-Way,Chuck Fletcher,J.P. Barry,2015,7
Adam Edstrom,"$846,667",3yr,$2.54M,7-May-22,ELC,1%,LW,21,,RFA,2-Way,Chris Drury,Matt Keator,2019,6
Oskari Salminen,"$855,000",2yr,$1.71M,6-May-22,ELC,1%,G,22,,UFA,2-Way,Kevin Cheveldayoff,Mark Gandler & Todd Diamond,,
Calle Clang,"$878,333",3yr,$2.63M,5-May-22,ELC,1.10%,G,19,,RFA,2-Way,Pat Verbeek,Claude Lemieux,2020,3
Mikael Pyyhtia,"$897,500",3yr,$2.69M,5-May-22,ELC,1.10%,LW,20,,RFA,2-Way,Jarmo Kekalainen,Andy Scott,2020,4
Milos Kelemen,"$817,500",2yr,$1.64M,5-May-22,ELC,1%,RW,22,,RFA,2-Way,Bill Armstrong,J.P. Barry,,
Bogdan Trineyev,"$859,167",3yr,$2.58M,4-May-22,ELC,1%,LW,20,,RFA,2-Way,Brian MacLellan,,2020,4
Ryder Korczak,"$859,176",3yr,$2.58M,4-May-22,ELC,1%,C,19,,UFA,2-Way,Chris Drury,Rick Valette,2021,3
Riley Kidney,"$836,667",3yr,$2.51M,4-May-22,ELC,1%,C,19,,RFA,2-Way,Kent Hughes,Jason Harshaw,2021,2
Kirill Marchenko,"$925,000",2yr,$1.85M,3-May-22,ELC,1.10%,RW,21,,RFA,2-Way,Jarmo Kekalainen,Daniel Milstein,2018,2
Santtu Kinnunen,"$855,000",2yr,$1.71M,2-May-22,ELC,1%,D,23,,UFA,2-Way,Bill Zito,Simo Niiranen,2018,7
Danila Zhuravlyov,"$855,000",2yr,$1.71M,2-May-22,ELC,1%,D,22,,UFA,2-Way,Joe Sakic,,2018,5
Alexander Pashin,"$826,667",3yr,$2.48M,2-May-22,ELC,1%,RW,19,,RFA,2-Way,Don Waddell,Craig Oster,2020,7
Raivis Ansons,"$844,167",3yr,$2.53M,2-May-22,ELC,1%,LW,20,,UFA,2-Way,Ron Hextall,Daniel Milstein,2020,5
Bobby McMann,"$762,500",2yr,$1.53M,30-Apr-22,STD,0.90%,C,25,,UFA,2-Way,Kyle Dubas,Brian & Scott Bartlett,,
Garin Bjorklund,"$843,334",3yr,$2.53M,30-Apr-22,ELC,1%,G,19,,RFA,2-Way,Brian MacLellan,Gerry Johannson,2020,6
Simon Johansson,"$855,000",2yr,$1.71M,30-Apr-22,ELC,1%,D,22,,UFA,2-Way,Bill Guerin,Kurt Overhardt,2018,5
Brendan Brisson,"$925,000",3yr,$2.78M,30-Apr-22,ELC,1.10%,LW,20,,RFA,2-Way,Kelly McCrimmon,J.P. Barry,2020,1
Chaz Lucius,"$894,167",3yr,$2.68M,29-Apr-22,ELC,1.10%,C,18,,RFA,2-Way,Kevin Cheveldayoff,Craig Oster,2021,1
Sam Lafferty,"$1,150,000",2yr,$2.30M,29-Apr-22,STD,1.40%,C,27,UFA,UFA,1-Way,Kyle Davidson,Pete Rutili,2014,4
Ivan Morozov,"$925,000",2yr,$1.85M,26-Apr-22,ELC,1.10%,C,21,,RFA,2-Way,Kelly McCrimmon,Mark Gandler & Todd Diamond,2018,2
Sam Carrick,"$850,000",2yr,$1.70M,26-Apr-22,STD,1%,C,30,UFA,UFA,1-Way,Pat Verbeek,Todd Reynolds,2010,5
Turner Elson,"$750,000",1yr,$750k,25-Apr-22,STD,0.90%,C,29,UFA,UFA,1-Way,Steve Yzerman,Jason Davidson & Blake Evans,,
Simon Edvinsson,"$894,167",3yr,$2.68M,24-Apr-22,ELC,1.10%,D,19,,RFA,2-Way,Steve Yzerman,J.P. Barry,2021,1
Ryker Evans,"$897,500",3yr,$2.69M,24-Apr-22,ELC,1.10%,D,20,,RFA,2-Way,Ron Francis,Brian & Scott Bartlett,2021,2
Ethan Del Mastro,"$855,833",3yr,$2.57M,23-Apr-22,ELC,1%,D,19,,RFA,2-Way,Kyle Davidson,Wade Arnott,2021,4
William Dufour,"$859,167",3yr,$2.58M,21-Apr-22,ELC,1%,RW,20,,UFA,2-Way,Lou Lamoriello,Olivier Fortier,2020,5
Strauss Mann,"$842,500",1yr,$843k,19-Apr-22,STD,1%,G,23,,UFA,2-Way,Joe Will,Pat Brisson,,
Josh Bloom,"$836,667",3yr,$2.51M,18-Apr-22,ELC,1%,LW,18,,RFA,2-Way,Kevyn Adams,Patrick Morris,2021,3
Wyatt Bongiovanni,"$802,500",2yr,$1.61M,17-Apr-22,ELC,1%,C,22,,RFA,2-Way,Kevin Cheveldayoff,Brian & Scott Bartlett,,
Thomas Bordeleau,"$916,667",3yr,$2.75M,16-Apr-22,ELC,1.10%,C,20,,RFA,2-Way,Joe Will,Pat Brisson,2020,2
Brian Elliott,"$900,000",1yr,$900k,15-Apr-22,STD,1.10%,G,37,UFA,UFA,1-Way,Julien BriseBois,Kurt Overhardt,2003,9
Adam Wilsby,"$842,500",2yr,$1.69M,14-Apr-22,ELC,1%,D,21,,RFA,2-Way,David Poile,Joakim Persson,2020,4
Ben Meyers,"$912,500",2yr,$1.83M,14-Apr-22,ELC,1.10%,C,23,,RFA,2-Way,Joe Sakic,Daniel Plante,,
Magnus Hellberg,"$800,000",1yr,$800k,14-Apr-22,STD,1%,G,31,,UFA,1-Way,Steve Yzerman,Kurt Overhardt,2011,2
Max Veronneau,"$750,000",1yr,$750k,14-Apr-22,STD,0.90%,RW,26,UFA,UFA,2-Way,Joe Will,Jordan Neumann & George Bazos,,
Reese Johnson,"$800,000",2yr,$1.60M,13-Apr-22,STD,1%,C,23,RFA,UFA,1-Way,Kyle Davidson,Michael O'Rafferty,,
Wyatt Aamodt,"$925,000",1yr,$925k,12-Apr-22,ELC,1.10%,D,24,,RFA,2-Way,Joe Sakic,,,
Nick Cicek,"$835,000",2yr,$1.67M,11-Apr-22,ELC,1%,D,21,,UFA,2-Way,Joe Will,Allain Roy,,
Francesco Pinelli,"$845,000",3yr,$2.54M,11-Apr-22,ELC,1%,C,19,,RFA,2-Way,Rob Blake,Andy Scott,2021,2
Oskar Steen,"$800,000",2yr,$1.60M,10-Apr-22,STD,1%,C,24,RFA,UFA,1-Way,Don Sweeney,Joakim Persson,2016,6
Nathan Smith,"$883,750",2yr,$1.77M,10-Apr-22,ELC,1.10%,C,23,,RFA,2-Way,Bill Armstrong,Richard Evans,2018,3
Blake McLaughlin,"$883,750",2yr,$1.77M,10-Apr-22,ELC,1.10%,LW,22,,UFA,2-Way,Pat Verbeek,Ben Hankinson,2018,3
Bobby Brink,"$925,000",3yr,$2.78M,10-Apr-22,ELC,1.10%,RW,20,,RFA,2-Way,Chuck Fletcher,Ben Hankinson,2019,2
Matthew Beniers,"$897,500",3yr,$2.69M,10-Apr-22,ELC,1.10%,C,19,,RFA,2-Way,Ron Francis,Pat Brisson,2021,1
Daniel Torgersson,"$867,500",3yr,$2.60M,9-Apr-22,ELC,1.10%,LW,20,,RFA,2-Way,Kevin Cheveldayoff,Patrik Aronsson,2020,2
Henri Nikkanen,"$859,167",3yr,$2.58M,9-Apr-22,ELC,1%,C,20,,RFA,2-Way,Kevin Cheveldayoff,Mika Rautakallio,2019,4
Georgii Merkulov,"$925,000",3yr,$2.78M,9-Apr-22,ELC,1.10%,C,21,,RFA,2-Way,Don Sweeney,Paul Theofanous,,
Max Ellis,"$838,750",2yr,$1.68M,8-Apr-22,ELC,1%,RW,22,,UFA,2-Way,Kyle Dubas,Matt Federico,,
Kent Johnson,"$925,000",3yr,$2.78M,8-Apr-22,ELC,1.10%,C,19,,RFA,2-Way,Jarmo Kekalainen,Pat Brisson,2021,1
Owen Power,"$916,667",3yr,$2.75M,8-Apr-22,ELC,1.10%,D,19,,RFA,2-Way,Kevyn Adams,Pat Brisson,2021,1
Nick Blankenburg,"$1,688,452",1yr,$1.69M,8-Apr-22,ELC,2.10%,D,23,,RFA,2-Way,Jarmo Kekalainen,Blake Robson,,
Axel Rindell,"$838,750",2yr,$1.68M,8-Apr-22,ELC,1%,D,21,,UFA,2-Way,Kyle Dubas,Mark Gandler & Todd Diamond,2020,6
Spencer Martin,"$762,500",2yr,$1.53M,8-Apr-22,STD,0.90%,G,26,UFA,UFA,1-Way,Patrik Allvin,Paul Capizzano,2013,3
Noah Philp,"$842,500",1yr,$843k,7-Apr-22,ELC,1%,C,23,,RFA,2-Way,Ken Holland,Allain Roy,,
Lukas Svejkovsky,"$859,167",3yr,$2.58M,5-Apr-22,ELC,1%,C,20,,RFA,2-Way,Ron Hextall,Richard Evans,2020,4
Kurtis MacDermid,"$987,500",2yr,$1.98M,5-Apr-22,STD,1.20%,LW,28,UFA,UFA,1-Way,Joe Sakic,Ian Pulver,,
Emil Heineman,"$897,500",3yr,$2.69M,4-Apr-22,ELC,1.10%,LW,20,,RFA,2-Way,Kent Hughes,Matt Keator,2020,2
Bobby Trivigno,"$925,000",2yr,$1.85M,2-Apr-22,ELC,1.10%,LW,23,,UFA,2-Way,Chris Drury,Pete Rutili,,
Nicolai Knyzhov,"$850,000",1yr,$850k,1-Apr-22,STD,1%,D,24,RFA,UFA,1-Way,Doug Wilson,Daniel Milstein,,
Mikko Kokkonen,"$846,667",3yr,$2.54M,31-Mar-22,ELC,1%,D,21,,UFA,2-Way,Kyle Dubas,Markus Lehto,2019,3
Nicklaus Perbix,"$842,500",1yr,$843k,31-Mar-22,ELC,1%,D,23,,RFA,2-Way,Julien BriseBois,Brian & Scott Bartlett,2017,6
Spencer Stastney,"$925,000",2yr,$1.85M,31-Mar-22,ELC,1.10%,D,22,,RFA,2-Way,David Poile,Pete Rutili,2018,5
Lucas Condotta,"$830,000",1yr,$830k,31-Mar-22,ELC,1%,C,24,,RFA,2-Way,Kent Hughes,Jordan Neumann & George Bazos,,
Noel Gunler,"$862,500",3yr,$2.59M,31-Mar-22,ELC,1%,RW,20,,RFA,2-Way,Don Waddell,Peter Wallen,2020,2
Zach Parise,"$750,000",1yr,$750k,31-Mar-22,STD,0.90%,LW,37,UFA,UFA,1-Way,Lou Lamoriello,Wade Arnott,2003,1
Xavier Bourgault,"$925,000",3yr,$2.78M,31-Mar-22,ELC,1.10%,RW,19,,RFA,2-Way,Ken Holland,Philippe Lecavalier,2021,1
Joshua Roy,"$835,000",3yr,$2.51M,30-Mar-22,ELC,1%,C,18,,RFA,2-Way,Kent Hughes,Olivier Fortier,2021,5
Kim Nousiainen,"$859,167",3yr,$2.58M,30-Mar-22,ELC,1%,D,21,,RFA,2-Way,Rob Blake,Ian Pulver,2019,4
Brandon Bussi,"$825,000",1yr,$825k,30-Mar-22,ELC,1%,G,23,,RFA,2-Way,Don Sweeney,John Kofi Osei-Tutu & Bobby Gauthier,,
Alex Goligoski,"$2,000,000",2yr,$4.00M,30-Mar-22,STD,2.40%,D,36,UFA,UFA,1-Way,Bill Guerin,Ben Hankinson,2004,2
Ty Glover,"$859,167",3yr,$2.58M,29-Mar-22,ELC,1%,LW,21,,UFA,2-Way,Ron Hextall,Edward Ward,,
Ronald Attard,"$883,750",2yr,$1.77M,29-Mar-22,ELC,1.10%,D,23,,RFA,2-Way,Chuck Fletcher,Richard Evans,2019,3
Sam Hentges,"$855,000",2yr,$1.71M,29-Mar-22,ELC,1%,C,22,,UFA,2-Way,Bill Guerin,Edward Ward,2018,7
Andre Lee,"$883,750",2yr,$1.77M,29-Mar-22,ELC,1.10%,LW,21,,RFA,2-Way,Rob Blake,,2019,7
Clay Stevenson,"$855,000",2yr,$1.71M,28-Mar-22,ELC,1%,G,23,,RFA,2-Way,Brian MacLellan,Michael O'Rafferty,,
Colin Swoyer,"$842,500",1yr,$843k,28-Mar-22,ELC,1%,D,23,,UFA,2-Way,Ron Hextall,Justin Duberman,,
David Hrenak,"$842,500",1yr,$843k,28-Mar-22,ELC,1%,G,23,,UFA,2-Way,Rob Blake,,2018,5
Ryan Fanti,"$883,750",2yr,$1.77M,28-Mar-22,ELC,1.10%,G,22,,UFA,2-Way,Ken Holland,Jordan Neumann & George Bazos,,
Mike Vecchione,"$750,000",1yr,$750k,28-Mar-22,STD,0.90%,LW,29,UFA,UFA,2-Way,Brian MacLellan,Lewis Gross,,
Matthew Kessel,"$883,750",2yr,$1.77M,27-Mar-22,ELC,1.10%,D,21,,RFA,2-Way,Doug Armstrong,Mark Toof,2020,5
Jake Sanderson,"$925,000",3yr,$2.78M,27-Mar-22,ELC,1.10%,D,19,,RFA,2-Way,Pierre Dorion,Brian & Scott Bartlett,2020,1
Josh Lopina,"$878,333",3yr,$2.63M,27-Mar-22,ELC,1.10%,C,21,,UFA,2-Way,Pat Verbeek,Kevin Magnuson,2021,4
Brian Halonen,"$925,000",2yr,$1.85M,27-Mar-22,ELC,1.10%,LW,23,,RFA,2-Way,Tom Fitzgerald,Jeff Helperl,,
Noah Cates,"$925,000",2yr,$1.85M,27-Mar-22,ELC,1.10%,LW,23,,RFA,2-Way,Chuck Fletcher,Ben Hankinson,2017,5
Jordan Harris,"$842,500",2yr,$1.69M,26-Mar-22,ELC,1%,D,21,,RFA,2-Way,Kent Hughes,Eric Quinlan & Nicholas Martino,2018,3
Nicholas Abruzzese,"$850,000",2yr,$1.70M,26-Mar-22,ELC,1%,C,22,,RFA,2-Way,Kyle Dubas,John Kofi Osei-Tutu & Bobby Gauthier,2019,4
Jaxson Stauber,"$883,750",2yr,$1.77M,24-Mar-22,ELC,1.10%,G,22,,UFA,2-Way,Kyle Davidson,Richard Evans,,
Jachym Kondelik,"$855,000",2yr,$1.71M,23-Mar-22,ELC,1%,C,22,,RFA,2-Way,David Poile,,2018,4
Matthew Peca,"$762,500",2yr,$1.53M,23-Mar-22,STD,0.90%,C,28,UFA,UFA,2-Way,Doug Armstrong,Jay Grossman,2011,7
Vladislav Firstov,"$925,000",3yr,$2.78M,23-Mar-22,ELC,1.10%,LW,20,,RFA,2-Way,Bill Guerin,Mark Gandler & Todd Diamond,2019,2
Curtis Douglas,"$837,500",2yr,$1.68M,22-Mar-22,ELC,1%,C,22,,RFA,2-Way,Kyle Dubas,Patrick Morris,2018,4
Hayden Hodgson,"$750,000",1yr,$750k,21-Mar-22,STD,0.90%,RW,26,,RFA,2-Way,Chuck Fletcher,,,
Jack McBain,"$883,750",2yr,$1.77M,21-Mar-22,ELC,1.10%,C,22,,RFA,2-Way,Bill Armstrong,Patrick Morris,2018,3
Kristian Reichel,"$775,000",2yr,$1.55M,21-Mar-22,STD,0.90%,C,23,RFA,UFA,2-Way,Kevin Cheveldayoff,,,
Cal Clutterbuck,"$1,750,000",2yr,$3.50M,21-Mar-22,STD,2.10%,RW,34,UFA,UFA,1-Way,Lou Lamoriello,Patrick Morris,2006,3
Jesperi Kotkaniemi,"$4,820,000",8yr,$38.56M,21-Mar-22,STD,5.80%,C,21,RFA,UFA,1-Way,Don Waddell,Markus Lehto,2018,1
Blake Lizotte,"$1,675,000",2yr,$3.35M,21-Mar-22,STD,2%,C,24,RFA,UFA,1-Way,Rob Blake,Daniel Plante,,
Jake DeBrusk,"$4,000,000",2yr,$8.00M,21-Mar-22,STD,4.80%,LW,25,RFA,UFA,1-Way,Don Sweeney,Rick Valette,2015,1
Anton Forsberg,"$2,750,000",3yr,$8.25M,21-Mar-22,STD,3.30%,G,29,UFA,UFA,1-Way,Pierre Dorion,Mika Rautakallio,2011,7
Karel Vejmelka,"$2,725,000",3yr,$8.18M,21-Mar-22,STD,3.30%,G,25,RFA,UFA,1-Way,Bill Armstrong,Ryan Barnes,2015,5
Ilya Usau,"$897,500",3yr,$2.69M,20-Mar-22,ELC,1.10%,C,20,,RFA,2-Way,Julien BriseBois,Jordan Neumann & George Bazos,,
Mark Friedman,"$775,000",2yr,$1.55M,20-Mar-22,STD,0.90%,D,26,RFA,UFA,1-Way,Ron Hextall,Ian Pulver,2014,3
